Target,VulnerabilityID,Package,InstalledVersion,FixedVersion,Severity,Title,PrimaryURL
Ruby,CVE-2026-35611,addressable,2.8.7,>= 2.9.0,HIGH,addressable: Addressable: Denial of Service via crafted URI templates,https://avd.aquasec.com/nvd/cve-2026-35611
Ruby,CVE-2026-54906,concurrent-ruby,1.3.4,>= 1.3.7,CRITICAL,concurrent-ruby: rubygem-concurrent-ruby: concurrent-ruby: Synchronization flaw in ReadWriteLock allows unauthorized lock release and denial of service,https://avd.aquasec.com/nvd/cve-2026-54906
Ruby,CVE-2026-54904,concurrent-ruby,1.3.4,>= 1.3.7,HIGH,concurrent-ruby: rubygem-concurrent-ruby: concurrent-ruby: Denial of Service due to infinite loop in AtomicReference#update,https://avd.aquasec.com/nvd/cve-2026-54904
Ruby,CVE-2026-41316,erb,4.0.2,"~> 4.0.3.1, ~> 4.0.4.1, ~> 6.0.1.1, >= 6.0.4",HIGH,erb: ERB: Arbitrary code execution via deserialization bypass,https://avd.aquasec.com/nvd/cve-2026-41316
Ruby,CVE-2026-42257,net-imap,0.3.4.1,"~> 0.4.24, ~> 0.5.14, >= 0.6.4",CRITICAL,net-imap: Net::IMAP: Arbitrary IMAP command injection via CRLF sequences in unvalidated input,https://avd.aquasec.com/nvd/cve-2026-42257
Ruby,CVE-2026-42245,net-imap,0.3.4.1,"~> 0.4.24, ~> 0.5.14, >= 0.6.4",HIGH,ruby: net-imap: Net::IMAP: Denial of Service via crafted IMAP responses,https://avd.aquasec.com/nvd/cve-2026-42245
Ruby,CVE-2026-42246,net-imap,0.3.4.1,"~> 0.3.10, ~> 0.4.24, ~> 0.5.14, >= 0.6.4",HIGH,net-imap: ruby: Net::IMAP: Information disclosure via man-in-the-middle attack bypassing TLS,https://avd.aquasec.com/nvd/cve-2026-42246
Ruby,GHSA-353f-x4gh-cqq8,nokogiri,1.17.2,>= 1.18.9,CRITICAL,Nokogiri patches vendored libxml2 to resolve multiple CVEs,https://github.com/advisories/GHSA-353f-x4gh-cqq8
Ruby,GHSA-c4rq-3m3g-8wgx,nokogiri,1.17.2,>= 1.19.3,HIGH,Nokogiri CSS selector tokenizer has regular expression backtracking,https://github.com/advisories/GHSA-c4rq-3m3g-8wgx
Ruby,GHSA-mrxw-mxhj-p664,nokogiri,1.17.2,>= 1.18.4,HIGH,Nokogiri updates packaged libxslt to v1.1.43 to resolve multiple CVEs,https://github.com/advisories/GHSA-mrxw-mxhj-p664
Ruby,CVE-2026-47736,puma,6.5.0,"~> 7.2.1, >= 8.0.2",HIGH,Puma PROXY Protocol v1 Parser Allows Remote Memory Exhaustion,https://avd.aquasec.com/nvd/cve-2026-47736
Ruby,CVE-2026-47737,puma,6.5.0,"~> 7.2.1, >= 8.0.2",HIGH,Puma PROXY Protocol v1 Accepts Repeated Protocol Headers on Persistent Connections,https://avd.aquasec.com/nvd/cve-2026-47737
Ruby,CVE-2025-27111,rack,3.1.8,"~> 2.2.12, ~> 3.0.13, >= 3.1.11",HIGH,rack: rubygem-rack: Escape Sequence Injection vulnerability in Rack lead to Possible Log Injection,https://avd.aquasec.com/nvd/cve-2025-27111
Ruby,CVE-2025-27610,rack,3.1.8,"~> 2.2.13, ~> 3.0.14, >= 3.1.12",HIGH,rack: rubygem-rack: Local File Inclusion in Rack::Static,https://avd.aquasec.com/nvd/cve-2025-27610
Ruby,CVE-2025-46727,rack,3.1.8,"~> 2.2.14, ~> 3.0.16, >= 3.1.14",HIGH,rubygem-rack: Unbounded-Parameter DoS in Rack::QueryParser,https://avd.aquasec.com/nvd/cve-2025-46727
Ruby,CVE-2025-61770,rack,3.1.8,"~> 2.2.19, ~> 3.1.17, >= 3.2.2",HIGH,rack: Rack's unbounded multipart preamble buffering enables DoS (memory exhaustion),https://avd.aquasec.com/nvd/cve-2025-61770
Ruby,CVE-2025-61771,rack,3.1.8,"~> 2.2.19, ~> 3.1.17, >= 3.2.2",HIGH,"rack: Rack's multipart parser buffers large non‑file fields entirely in memory, enabling DoS (memory exhaustion)",https://avd.aquasec.com/nvd/cve-2025-61771
Ruby,CVE-2025-61772,rack,3.1.8,"~> 2.2.19, ~> 3.1.17, >= 3.2.2",HIGH,rack: Rack memory exhaustion denial of service,https://avd.aquasec.com/nvd/cve-2025-61772
Ruby,CVE-2025-61919,rack,3.1.8,"~> 2.2.20, ~> 3.1.18, >= 3.2.3",HIGH,rubygem-rack: Unbounded read in `Rack::Request` form parsing can lead to memory exhaustion,https://avd.aquasec.com/nvd/cve-2025-61919
Ruby,CVE-2026-22860,rack,3.1.8,"~> 2.2.22, ~> 3.1.20, >= 3.2.5",HIGH,rubygem-rack: Rack Directory Traversal via Rack:Directory,https://avd.aquasec.com/nvd/cve-2026-22860
Ruby,CVE-2026-34785,rack,3.1.8,"~> 2.2.23, ~> 3.1.21, >= 3.2.6",HIGH,github.com/rack/rack: Rack: Information disclosure via incorrect static file serving prefix check,https://avd.aquasec.com/nvd/cve-2026-34785
Ruby,CVE-2026-34827,rack,3.1.8,"~> 3.1.21, >= 3.2.6",HIGH,rack: Rack: Denial of Service via crafted multipart/form-data requests,https://avd.aquasec.com/nvd/cve-2026-34827
Ruby,CVE-2026-34829,rack,3.1.8,"~> 2.2.23, ~> 3.1.21, >= 3.2.6",HIGH,rack: Rack: Denial of Service via unbounded multipart file upload,https://avd.aquasec.com/nvd/cve-2026-34829
Ruby,CVE-2026-39324,rack-session,2.0.0,>= 2.1.2,CRITICAL,Rack::Session is a session management implementation for Rack. From 2. ...,https://avd.aquasec.com/nvd/cve-2026-39324
Ruby,CVE-2024-49761,rexml,3.2.5,>= 3.3.9,HIGH,rexml: REXML ReDoS vulnerability,https://avd.aquasec.com/nvd/cve-2024-49761
Ruby,CVE-2025-61921,sinatra,4.1.1,>= 4.2.0,HIGH,sinatra: Sinatra has ReDoS vulnerability in ETag header value generation,https://avd.aquasec.com/nvd/cve-2025-61921
Ruby,CVE-2025-61594,uri,0.12.2,"~> 0.12.5, ~> 0.13.3, >= 1.0.4",HIGH,uri: URI module: Credential exposure via URI + operator,https://avd.aquasec.com/nvd/cve-2025-61594
Ruby,CVE-2026-27820,zlib,3.0.0,"~> 3.0.1, ~> 3.1.2, >= 3.2.3",CRITICAL,zlib: zlib: Memory corruption via buffer overflow in Zlib::GzipReader,https://avd.aquasec.com/nvd/cve-2026-27820
